Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[268]    0.0    0.00    0.00      15         VDeleter<VkSurfaceKHR_T*>::operator VkSurfaceKHR_T*() const [268]
-----------------------------------------------
                0.00    0.00       1/15          std::vector<VkPresentModeKHR, std::allocator<VkPresentModeKHR> >::vector(std::vector<VkPresentModeKHR, std::allocator<VkPresentModeKHR> > const&) [1792]
                0.00    0.00       2/15          std::vector<VkPresentModeKHR, std::allocator<VkPresentModeKHR> >::_M_default_append(unsigned long) [1055]
                0.00    0.00       4/15          std::vector<VkPresentModeKHR, std::allocator<VkPresentModeKHR> >::resize(unsigned long) [1059]
                0.00    0.00       8/15          std::vector<VkPresentModeKHR, std::allocator<VkPresentModeKHR> >::_M_check_len(unsigned long, char const*) const [883]
[269]    0.0    0.00    0.00      15         std::vector<VkPresentModeKHR, std::allocator<VkPresentModeKHR> >::size() const [269]
-----------------------------------------------
                0.00    0.00       1/15          HelloTriangleApplication::chooseSwapSurfaceFormat(std::vector<VkSurfaceFormatKHR, std::allocator<VkSurfaceFormatKHR> > const&) [1297]
                0.00    0.00       2/15          std::vector<VkSurfaceFormatKHR, std::allocator<VkSurfaceFormatKHR> >::_M_default_append(unsigned long) [1062]
                0.00    0.00       4/15          std::vector<VkSurfaceFormatKHR, std::allocator<VkSurfaceFormatKHR> >::resize(unsigned long) [1066]
                0.00    0.00       8/15          std::vector<VkSurfaceFormatKHR, std::allocator<VkSurfaceFormatKHR> >::_M_check_len(unsigned long, char const*) const [884]
[270]    0.0    0.00    0.00      15         std::vector<VkSurfaceFormatKHR, std::allocator<VkSurfaceFormatKHR> >::size() const [270]
-----------------------------------------------
                0.00    0.00       1/15          std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::string>, std::string const&) [1871]
                0.00    0.00       1/15          std::_Rb_tree_iterator<std::string> std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_insert_<char const* const&>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, char const* const&) [1858]
                0.00    0.00       1/15          std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_get_insert_unique_pos(std::string const&) [1870]
                0.00    0.00       4/15          std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::equal_range(std::string const&) [605]
                0.00    0.00       8/15          std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::clear() [608]
[271]    0.0    0.00    0.00      15         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_end() [271]
-----------------------------------------------
                0.00    0.00       1/15          std::_Rb_tree_iterator<std::string> std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_insert_unique_<char const* const&>(std::_Rb_tree_const_iterator<std::string>, char const* const&) [1869]
                0.00    0.00       1/15          std::_Rb_tree_iterator<std::string> std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_insert_<char const* const&>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, char const* const&) [1858]
                0.00    0.00       1/15          std::_Rb_tree_node<std::string>* std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_create_node<char const* const&>(char const* const&) [1864]
                0.00    0.00       1/15          _ZNSt16allocator_traitsISaISt13_Rb_tree_nodeISsEEE9constructIS1_IRKPKcEEEDTcl12_S_constructfp_fp0_spcl7forwardIT0_Efp1_EEERS2_PT_DpOS9_ [1745]
                0.00    0.00       1/15          _ZNSt16allocator_traitsISaISt13_Rb_tree_nodeISsEEE12_S_constructIS1_IRKPKcEEENSt9enable_ifIXsrNS3_18__construct_helperIT_IDpT0_EEE5valueEvE4typeERS2_PSB_DpOSC_ [1744]
                0.00    0.00       1/15          _ZN9__gnu_cxx13new_allocatorISt13_Rb_tree_nodeISsEE9constructIS2_IRKPKcEEEvPT_DpOT0_ [1381]
                0.00    0.00       1/15          std::_Rb_tree_node<std::string>::_Rb_tree_node<char const* const&>(char const* const&) [1601]
                0.00    0.00       2/15          decltype (_S_construct({parm#1}, {parm#2}, (forward<char const* const&>)({parm#3}))) std::allocator_traits<std::allocator<char const*> >::construct<char const*, char const* const&>(std::allocator<char const*>&, char const**, char const* const&) [1028]
                0.00    0.00       2/15          void std::vector<char const*, std::allocator<char const*> >::_M_emplace_back_aux<char const* const&>(char const* const&) [1071]
                0.00    0.00       2/15          _ZNSt16allocator_traitsISaIPKcEE12_S_constructIS1_IRKS1_EEENSt9enable_ifIXsrNS3_18__construct_helperIT_IDpT0_EEE5valueEvE4typeERS2_PS9_DpOSA_ [1027]
                0.00    0.00       2/15          void __gnu_cxx::new_allocator<char const*>::construct<char const*, char const* const&>(char const**, char const* const&) [843]
[272]    0.0    0.00    0.00      15         char const* const& std::forward<char const* const&>(std::remove_reference<char const* const&>::type&) [272]
-----------------------------------------------
                0.00    0.00       1/13          std::vector<VkLayerProperties, std::allocator<VkLayerProperties> >::front() [1796]
                0.00    0.00      12/13          HelloTriangleApplication::checkValidationLayerSupport() [1300]
[273]    0.0    0.00    0.00      13         __gnu_cxx::__normal_iterator<VkLayerProperties*, std::vector<VkLayerProperties, std::allocator<VkLayerProperties> > >::operator*() const [273]
-----------------------------------------------
                0.00    0.00       1/13          std::vector<VkCommandBuffer_T*, std::allocator<VkCommandBuffer_T*> >::_M_default_append(unsigned long) [1828]
                0.00    0.00       2/13          std::vector<VkCommandBuffer_T*, std::allocator<VkCommandBuffer_T*> >::resize(unsigned long) [1832]
                0.00    0.00       4/13          std::vector<VkCommandBuffer_T*, std::allocator<VkCommandBuffer_T*> >::_M_check_len(unsigned long, char const*) const [1446]
                0.00    0.00       6/13          HelloTriangleApplication::createCommandBuffers() [1292]
[274]    0.0    0.00    0.00      13         std::vector<VkCommandBuffer_T*, std::allocator<VkCommandBuffer_T*> >::size() const [274]
-----------------------------------------------
                0.00    0.00       6/12          VDeleter<VkBuffer_T*>::~VDeleter() [367]
                0.00    0.00       6/12          VDeleter<VkBuffer_T*>::replace() [365]
[275]    0.0    0.00    0.00      12         VDeleter<VkBuffer_T*>::cleanup() [275]
                0.00    0.00       6/6           std::function<void (VkBuffer_T*)>::operator()(VkBuffer_T*) const [378]
-----------------------------------------------
                0.00    0.00       6/12          VDeleter<VkDeviceMemory_T*>::~VDeleter() [370]
                0.00    0.00       6/12          VDeleter<VkDeviceMemory_T*>::replace() [368]
[276]    0.0    0.00    0.00      12         VDeleter<VkDeviceMemory_T*>::cleanup() [276]
                0.00    0.00       6/6           std::function<void (VkDeviceMemory_T*)>::operator()(VkDeviceMemory_T*) const [383]
-----------------------------------------------
                0.00    0.00       4/12          std::vector<VkQueueFamilyProperties, std::allocator<VkQueueFamilyProperties> >::end() [599]
                0.00    0.00       8/12          std::vector<VkQueueFamilyProperties, std::allocator<VkQueueFamilyProperties> >::begin() [338]
[277]    0.0    0.00    0.00      12         __gnu_cxx::__normal_iterator<VkQueueFamilyProperties*, std::vector<VkQueueFamilyProperties, std::allocator<VkQueueFamilyProperties> > >::__normal_iterator(VkQueueFamilyProperties* const&) [277]
-----------------------------------------------
                0.00    0.00      12/12          HelloTriangleApplication::checkValidationLayerSupport() [1300]
[278]    0.0    0.00    0.00      12         bool __gnu_cxx::operator!=<VkLayerProperties*, std::vector<VkLayerProperties, std::allocator<VkLayerProperties> > >(__gnu_cxx::__normal_iterator<VkLayerProperties*, std::vector<VkLayerProperties, std::allocator<VkLayerProperties> > > const&, __gnu_cxx::__normal_iterator<VkLayerProperties*, std::vector<VkLayerProperties, std::allocator<VkLayerProperties> > > const&) [278]
                0.00    0.00      24/24          __gnu_cxx::__normal_iterator<VkLayerProperties*, std::vector<VkLayerProperties, std::allocator<VkLayerProperties> > >::base() const [248]
-----------------------------------------------
                0.00    0.00       2/12          bool __gnu_cxx::operator==<VkPresentModeKHR const*, std::vector<VkPresentModeKHR, std::allocator<VkPresentModeKHR> > >(__gnu_cxx::__normal_iterator<VkPresentModeKHR const*, std::vector<VkPresentModeKHR, std::allocator<VkPresentModeKHR> > > const&, __gnu_cxx::__normal_iterator<VkPresentModeKHR const*, std::vector<VkPresentModeKHR, std::allocator<VkPresentModeKHR> > > const&) [1403]
                0.00    0.00       2/12          std::_Iter_base<__gnu_cxx::__normal_iterator<VkPresentModeKHR const*, std::vector<VkPresentModeKHR, std::allocator<VkPresentModeKHR> > >, true>::_S_base(__gnu_cxx::__normal_iterator<VkPresentModeKHR const*, std::vector<VkPresentModeKHR, std::allocator<VkPresentModeKHR> > >) [930]
                0.00    0.00       8/12          bool __gnu_cxx::operator!=<VkPresentModeKHR const*, std::vector<VkPresentModeKHR, std::allocator<VkPresentModeKHR> > >(__gnu_cxx::__normal_iterator<VkPresentModeKHR const*, std::vector<VkPresentModeKHR, std::allocator<VkPresentModeKHR> > > const&, __gnu_cxx::__normal_iterator<VkPresentModeKHR const*, std::vector<VkPresentModeKHR, std::allocator<VkPresentModeKHR> > > const&) [525]
[279]    0.0    0.00    0.00      12         __gnu_cxx::__normal_iterator<VkPresentModeKHR const*, std::vector<VkPresentModeKHR, std::allocator<VkPresentModeKHR> > >::base() const [279]
-----------------------------------------------
                0.00    0.00       1/12          std::vector<VkImage_T*, std::allocator<VkImage_T*> >::_M_default_append(unsigned long) [1841]
                0.00    0.00       2/12          std::vector<VkImage_T*, std::allocator<VkImage_T*> >::resize(unsigned long) [1845]
                0.00    0.00       4/12          std::vector<VkImage_T*, std::allocator<VkImage_T*> >::_M_check_len(unsigned long, char const*) const [1447]
                0.00    0.00       5/12          HelloTriangleApplication::createImageViews() [1279]
[280]    0.0    0.00    0.00      12         std::vector<VkImage_T*, std::allocator<VkImage_T*> >::size() const [280]
-----------------------------------------------
                0.00    0.00       6/12          std::_Function_base::_Base_manager<void (*)(VkDevice_T*, VkBuffer_T*, VkAllocationCallbacks const*)>::_M_get_pointer(std::_Any_data const&) [392]
                0.00    0.00       6/12          std::_Function_base::_Base_manager<void (*)(VkDevice_T*, VkBuffer_T*, VkAllocationCallbacks const*)>::_M_clone(std::_Any_data&, std::_Any_data const&, std::integral_constant<bool, true>) [396]
[281]    0.0    0.00    0.00      12         void (* const&std::_Any_data::_M_access<void (*)(VkDevice_T*, VkBuffer_T*, VkAllocationCallbacks const*)>() const)(VkDevice_T*, VkBuffer_T*, VkAllocationCallbacks const*) [281]
                0.00    0.00      12/107         std::_Any_data::_M_access() const [239]
-----------------------------------------------
                0.00    0.00       6/12          std::_Function_base::_Base_manager<void (*)(VkDevice_T*, VkDeviceMemory_T*, VkAllocationCallbacks const*)>::_M_get_pointer(std::_Any_data const&) [398]
                0.00    0.00       6/12          std::_Function_base::_Base_manager<void (*)(VkDevice_T*, VkDeviceMemory_T*, VkAllocationCallbacks const*)>::_M_clone(std::_Any_data&, std::_Any_data const&, std::integral_constant<bool, true>) [402]
[282]    0.0    0.00    0.00      12         void (* const&std::_Any_data::_M_access<void (*)(VkDevice_T*, VkDeviceMemory_T*, VkAllocationCallbacks const*)>() const)(VkDevice_T*, VkDeviceMemory_T*, VkAllocationCallbacks const*) [282]
                0.00    0.00      12/107         std::_Any_data::_M_access() const [239]
-----------------------------------------------
                0.00    0.00      12/12          std::_Function_base::_Base_manager<void (*)(VkDevice_T*, VkBuffer_T*, VkAllocationCallbacks const*)>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [257]
[283]    0.0    0.00    0.00      12         std::_Function_base::_Base_manager<void (*)(VkDevice_T*, VkBuffer_T*, VkAllocationCallbacks const*)>::_M_destroy(std::_Any_data&, std::integral_constant<bool, true>) [283]
                0.00    0.00      12/12          void (*&std::_Any_data::_M_access<void (*)(VkDevice_T*, VkBuffer_T*, VkAllocationCallbacks const*)>())(VkDevice_T*, VkBuffer_T*, VkAllocationCallbacks const*) [295]
-----------------------------------------------
                0.00    0.00      12/12          std::_Function_base::_Base_manager<void (*)(VkDevice_T*, VkDeviceMemory_T*, VkAllocationCallbacks const*)>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [258]
[284]    0.0    0.00    0.00      12         std::_Function_base::_Base_manager<void (*)(VkDevice_T*, VkDeviceMemory_T*, VkAllocationCallbacks const*)>::_M_destroy(std::_Any_data&, std::integral_constant<bool, true>) [284]
                0.00    0.00      12/12          void (*&std::_Any_data::_M_access<void (*)(VkDevice_T*, VkDeviceMemory_T*, VkAllocationCallbacks const*)>())(VkDevice_T*, VkDeviceMemory_T*, VkAllocationCallbacks const*) [296]
-----------------------------------------------
                0.00    0.00      12/12          std::_Maybe_unary_or_binary_function<void, VkBuffer_T*>::_Maybe_unary_or_binary_function() [287]
[285]    0.0    0.00    0.00      12         std::unary_function<VkBuffer_T*, void>::unary_function() [285]
-----------------------------------------------
                0.00    0.00      12/12          std::_Maybe_unary_or_binary_function<void, VkDeviceMemory_T*>::_Maybe_unary_or_binary_function() [288]
[286]    0.0    0.00    0.00      12         std::unary_function<VkDeviceMemory_T*, void>::unary_function() [286]
-----------------------------------------------
                0.00    0.00       6/12          std::function<void (VkBuffer_T*)>::function() [425]
                0.00    0.00       6/12          std::function<void (VkBuffer_T*)>::function<VDeleter<VkBuffer_T*>::VDeleter(VDeleter<VkDevice_T*> const&, std::function<void (VkDevice_T*, VkBuffer_T*, VkAllocationCallbacks*)>)::{lambda(VkBuffer_T*)#1}, void>(VDeleter<VkBuffer_T*>::VDeleter(VDeleter<VkDevice_T*> const&, std::function<void (VkDevice_T*, VkBuffer_T*, VkAllocationCallbacks*)>)::{lambda(VkBuffer_T*)#1}) [426]
[287]    0.0    0.00    0.00      12         std::_Maybe_unary_or_binary_function<void, VkBuffer_T*>::_Maybe_unary_or_binary_function() [287]
                0.00    0.00      12/12          std::unary_function<VkBuffer_T*, void>::unary_function() [285]
-----------------------------------------------
                0.00    0.00       6/12          std::function<void (VkDeviceMemory_T*)>::function() [433]
                0.00    0.00       6/12          std::function<void (VkDeviceMemory_T*)>::function<VDeleter<VkDeviceMemory_T*>::VDeleter(VDeleter<VkDevice_T*> const&, std::function<void (VkDevice_T*, VkDeviceMemory_T*, VkAllocationCallbacks*)>)::{lambda(VkDeviceMemory_T*)#1}, void>(VDeleter<VkDeviceMemory_T*>::VDeleter(VDeleter<VkDevice_T*> const&, std::function<void (VkDevice_T*, VkDeviceMemory_T*, VkAllocationCallbacks*)>)::{lambda(VkDeviceMemory_T*)#1}) [434]
[288]    0.0    0.00    0.00      12         std::_Maybe_unary_or_binary_function<void, VkDeviceMemory_T*>::_Maybe_unary_or_binary_function() [288]
                0.00    0.00      12/12          std::unary_function<VkDeviceMemory_T*, void>::unary_function() [286]
-----------------------------------------------
                0.00    0.00       6/12          VDeleter<VkBuffer_T*>::~VDeleter() [367]
                0.00    0.00       6/12          std::enable_if<std::__and_<std::__not_<std::is_same<std::decay<VDeleter<VkBuffer_T*>::VDeleter(VDeleter<VkDevice_T*> const&, std::function<void (VkDevice_T*, VkBuffer_T*, VkAllocationCallbacks*)>)::{lambda(VkBuffer_T*)#1}>::type, std::function<void (VkBuffer_T*)> > >, std::__or_<std::is_void<void>, std::is_convertible<decltype ((__callable_functor((declval<std::decay<VDeleter<VkBuffer_T*>::VDeleter(VDeleter<VkDevice_T*> const&, std::function<void (VkDevice_T*, VkBuffer_T*, VkAllocationCallbacks*)>)::{lambda(VkBuffer_T*)#1}>&>)()))((declval<VkBuffer_T*>)())), void> > >::value, std::function<void (VkBuffer_T*)>&>::type std::function<void (VkBuffer_T*)>::operator=<VDeleter<VkBuffer_T*>::VDeleter(VDeleter<VkDevice_T*> const&, std::function<void (VkDevice_T*, VkBuffer_T*, VkAllocationCallbacks*)>)::{lambda(VkBuffer_T*)#1}>(std::decay&&) [427]
[289]    0.0    0.00    0.00      12         std::function<void (VkBuffer_T*)>::~function() [289]
                0.00    0.00      12/157         std::_Function_base::~_Function_base() <cycle 1> [237]
-----------------------------------------------
                0.00    0.00      12/12          std::function<void (VkDevice_T*, VkBuffer_T*, VkAllocationCallbacks*)>::function(std::function<void (VkDevice_T*, VkBuffer_T*, VkAllocationCallbacks*)>&&) [291]
[290]    0.0    0.00    0.00      12         std::function<void (VkDevice_T*, VkBuffer_T*, VkAllocationCallbacks*)>::swap(std::function<void (VkDevice_T*, VkBuffer_T*, VkAllocationCallbacks*)>&) [290]
                0.00    0.00      12/87          void std::swap<std::_Any_data>(std::_Any_data&, std::_Any_data&) [241]
                0.00    0.00      12/87          void std::swap<bool (*)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)>(bool (*&)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation), bool (*&)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)) [240]
                0.00    0.00      12/12          void std::swap<void (*)(std::_Any_data const&, VkDevice_T*, VkBuffer_T*, VkAllocationCallbacks*)>(void (*&)(std::_Any_data const&, VkDevice_T*, VkBuffer_T*, VkAllocationCallbacks*), void (*&)(std::_Any_data const&, VkDevice_T*, VkBuffer_T*, VkAllocationCallbacks*)) [302]
-----------------------------------------------
                0.00    0.00      12/12          VDeleter<VkBuffer_T*>::VDeleter(VDeleter<VkDevice_T*> const&, std::function<void (VkDevice_T*, VkBuffer_T*, VkAllocationCallbacks*)>)::{lambda(VkBuffer_T*)#1}::function({lambda(VkBuffer_T*)#1}&&) [306]
[291]    0.0    0.00    0.00      12         std::function<void (VkDevice_T*, VkBuffer_T*, VkAllocationCallbacks*)>::function(std::function<void (VkDevice_T*, VkBuffer_T*, VkAllocationCallbacks*)>&&) [291]
                0.00    0.00      12/24          std::_Maybe_unary_or_binary_function<void, VkDevice_T*, VkBuffer_T*, VkAllocationCallbacks*>::_Maybe_unary_or_binary_function() [249]
                0.00    0.00      12/186         std::_Function_base::_Function_base() [236]
                0.00    0.00      12/12          std::function<void (VkDevice_T*, VkBuffer_T*, VkAllocationCallbacks*)>::swap(std::function<void (VkDevice_T*, VkBuffer_T*, VkAllocationCallbacks*)>&) [290]
-----------------------------------------------
                0.00    0.00      12/12          std::function<void (VkDevice_T*, VkDeviceMemory_T*, VkAllocationCallbacks*)>::function(std::function<void (VkDevice_T*, VkDeviceMemory_T*, VkAllocationCallbacks*)>&&) [293]
[292]    0.0    0.00    0.00      12         std::function<void (VkDevice_T*, VkDeviceMemory_T*, VkAllocationCallbacks*)>::swap(std::function<void (VkDevice_T*, VkDeviceMemory_T*, VkAllocationCallbacks*)>&) [292]
                0.00    0.00      12/87          void std::swap<std::_Any_data>(std::_Any_data&, std::_Any_data&) [241]
                0.00    0.00      12/87          void std::swap<bool (*)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)>(bool (*&)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation), bool (*&)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)) [240]
                0.00    0.00      12/12          void std::swap<void (*)(std::_Any_data const&, VkDevice_T*, VkDeviceMemory_T*, VkAllocationCallbacks*)>(void (*&)(std::_Any_data const&, VkDevice_T*, VkDeviceMemory_T*, VkAllocationCallbacks*), void (*&)(std::_Any_data const&, VkDevice_T*, VkDeviceMemory_T*, VkAllocationCallbacks*)) [303]
-----------------------------------------------
                0.00    0.00      12/12          VDeleter<VkDeviceMemory_T*>::VDeleter(VDeleter<VkDevice_T*> const&, std::function<void (VkDevice_T*, VkDeviceMemory_T*, VkAllocationCallbacks*)>)::{lambda(VkDeviceMemory_T*)#1}::function({lambda(VkDeviceMemory_T*)#1}&&) [307]
[293]    0.0    0.00    0.00      12         std::function<void (VkDevice_T*, VkDeviceMemory_T*, VkAllocationCallbacks*)>::function(std::function<void (VkDevice_T*, VkDeviceMemory_T*, VkAllocationCallbacks*)>&&) [293]
                0.00    0.00      12/24          std::_Maybe_unary_or_binary_function<void, VkDevice_T*, VkDeviceMemory_T*, VkAllocationCallbacks*>::_Maybe_unary_or_binary_function() [250]
                0.00    0.00      12/186         std::_Function_base::_Function_base() [236]
                0.00    0.00      12/12          std::function<void (VkDevice_T*, VkDeviceMemory_T*, VkAllocationCallbacks*)>::swap(std::function<void (VkDevice_T*, VkDeviceMemory_T*, VkAllocationCallbacks*)>&) [292]
-----------------------------------------------
                0.00    0.00       6/12          VDeleter<VkDeviceMemory_T*>::~VDeleter() [370]
                0.00    0.00       6/12          std::enable_if<std::__and_<std::__not_<std::is_same<std::decay<VDeleter<VkDeviceMemory_T*>::VDeleter(VDeleter<VkDevice_T*> const&, std::function<void (VkDevice_T*, VkDeviceMemory_T*, VkAllocationCallbacks*)>)::{lambda(VkDeviceMemory_T*)#1}>::type, std::function<void (VkDeviceMemory_T*)> > >, std::__or_<std::is_void<void>, std::is_convertible<decltype ((__callable_functor((declval<std::decay<VDeleter<VkDeviceMemory_T*>::VDeleter(VDeleter<VkDevice_T*> const&, std::function<void (VkDevice_T*, VkDeviceMemory_T*, VkAllocationCallbacks*)>)::{lambda(VkDeviceMemory_T*)#1}>&>)()))((declval<VkDeviceMemory_T*>)())), void> > >::value, std::function<void (VkDeviceMemory_T*)>&>::type std::function<void (VkDeviceMemory_T*)>::operator=<VDeleter<VkDeviceMemory_T*>::VDeleter(VDeleter<VkDevice_T*> const&, std::function<void (VkDevice_T*, VkDeviceMemory_T*, VkAllocationCallbacks*)>)::{lambda(VkDeviceMemory_T*)#1}>(std::decay&&) [435]
[294]    0.0    0.00    0.00      12         std::function<void (VkDeviceMemory_T*)>::~function() [294]
                0.00    0.00      12/157         std::_Function_base::~_Function_base() <cycle 1> [237]
-----------------------------------------------
                0.00    0.00      12/12          std::_Function_base::_Base_manager<void (*)(VkDevice_T*, VkBuffer_T*, VkAllocationCallbacks const*)>::_M_destroy(std::_Any_data&, std::integral_constant<bool, true>) [283]
[295]    0.0    0.00    0.00      12         void (*&std::_Any_data::_M_access<void (*)(VkDevice_T*, VkBuffer_T*, VkAllocationCallbacks const*)>())(VkDevice_T*, VkBuffer_T*, VkAllocationCallbacks const*) [295]
                0.00    0.00      12/198         std::_Any_data::_M_access() [235]
-----------------------------------------------
                0.00    0.00      12/12          std::_Function_base::_Base_manager<void (*)(VkDevice_T*, VkDeviceMemory_T*, VkAllocationCallbacks const*)>::_M_destroy(std::_Any_data&, std::integral_constant<bool, true>) [284]
[296]    0.0    0.00    0.00      12         void (*&std::_Any_data::_M_access<void (*)(VkDevice_T*, VkDeviceMemory_T*, VkAllocationCallbacks const*)>())(VkDevice_T*, VkDeviceMemory_T*, VkAllocationCallbacks const*) [296]
                0.00    0.00      12/198         std::_Any_data::_M_access() [235]
-----------------------------------------------
                0.00    0.00       6/12          std::_Function_base::_Base_manager<VDeleter<VkBuffer_T*>::VDeleter(VDeleter<VkDevice_T*> const&, std::function<void (VkDevice_T*, VkBuffer_T*, VkAllocationCallbacks*)>)::{lambda(VkBuffer_T*)#1}>::_M_init_functor(std::_Any_data&, {lambda(VkBuffer_T*)#1}&&, std::integral_constant<bool, false>) [408]
                0.00    0.00       6/12          std::_Function_base::_Base_manager<VDeleter<VkBuffer_T*>::VDeleter(VDeleter<VkDevice_T*> const&, std::function<void (VkDevice_T*, VkBuffer_T*, VkAllocationCallbacks*)>)::{lambda(VkBuffer_T*)#1}>::_M_destroy(std::_Any_data&, std::integral_constant<bool, false>) <cycle 1> [404]
[297]    0.0    0.00    0.00      12         VDeleter<VkBuffer_T*>::VDeleter(VDeleter<VkDevice_T*> const&, std::function<void (VkDevice_T*, VkBuffer_T*, VkAllocationCallbacks*)>)::{lambda(VkBuffer_T*)#1}*& std::_Any_data::_M_access<VDeleter<VkBuffer_T*>::VDeleter(VDeleter<VkDevice_T*> const&, std::function<void (VkDevice_T*, VkBuffer_T*, VkAllocationCallbacks*)>)::{lambda(VkBuffer_T*)#1}*>() [297]
                0.00    0.00      12/198         std::_Any_data::_M_access() [235]
-----------------------------------------------
                0.00    0.00       6/12          std::_Function_base::_Base_manager<VDeleter<VkDeviceMemory_T*>::VDeleter(VDeleter<VkDevice_T*> const&, std::function<void (VkDevice_T*, VkDeviceMemory_T*, VkAllocationCallbacks*)>)::{lambda(VkDeviceMemory_T*)#1}>::_M_init_functor(std::_Any_data&, {lambda(VkDeviceMemory_T*)#1}&&, std::integral_constant<bool, false>) [414]
                0.00    0.00       6/12          std::_Function_base::_Base_manager<VDeleter<VkDeviceMemory_T*>::VDeleter(VDeleter<VkDevice_T*> const&, std::function<void (VkDevice_T*, VkDeviceMemory_T*, VkAllocationCallbacks*)>)::{lambda(VkDeviceMemory_T*)#1}>::_M_destroy(std::_Any_data&, std::integral_constant<bool, false>) <cycle 1> [410]
[298]    0.0    0.00    0.00      12         VDeleter<VkDeviceMemory_T*>::VDeleter(VDeleter<VkDevice_T*> const&, std::function<void (VkDevice_T*, VkDeviceMemory_T*, VkAllocationCallbacks*)>)::{lambda(VkDeviceMemory_T*)#1}*& std::_Any_data::_M_access<VDeleter<VkDeviceMemory_T*>::VDeleter(VDeleter<VkDevice_T*> const&, std::function<void (VkDevice_T*, VkDeviceMemory_T*, VkAllocationCallbacks*)>)::{lambda(VkDeviceMemory_T*)#1}*>() [298]
                0.00    0.00      12/198         std::_Any_data::_M_access() [235]
-----------------------------------------------
                0.00    0.00       1/12          std::vector<VkDeviceQueueCreateInfo, std::allocator<VkDeviceQueueCreateInfo> >::_M_check_len(unsigned long, char const*) const [1439]
                0.00    0.00       1/12          std::vector<VkImage_T*, std::allocator<VkImage_T*> >::_M_check_len(unsigned long, char const*) const [1447]
                0.00    0.00       1/12          std::vector<VkCommandBuffer_T*, std::allocator<VkCommandBuffer_T*> >::_M_check_len(unsigned long, char const*) const [1446]
                0.00    0.00       1/12          std::vector<VDeleter<VkImageView_T*>, std::allocator<VDeleter<VkImageView_T*> > >::_M_check_len(unsigned long, char const*) const [1444]
                0.00    0.00       1/12          std::vector<VDeleter<VkFramebuffer_T*>, std::allocator<VDeleter<VkFramebuffer_T*> > >::_M_check_len(unsigned long, char const*) const [1445]
                0.00    0.00       2/12          std::vector<VkSurfaceFormatKHR, std::allocator<VkSurfaceFormatKHR> >::_M_check_len(unsigned long, char const*) const [884]
                0.00    0.00       2/12          std::vector<VkPresentModeKHR, std::allocator<VkPresentModeKHR> >::_M_check_len(unsigned long, char const*) const [883]
                0.00    0.00       3/12          std::vector<char const*, std::allocator<char const*> >::_M_check_len(unsigned long, char const*) const [695]
[299]    0.0    0.00    0.00      12         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [299]
-----------------------------------------------
                0.00    0.00      12/12          void std::swap<void (*)(std::_Any_data const&, VkDevice_T*, VkSemaphore_T*, VkAllocationCallbacks*)>(void (*&)(std::_Any_data const&, VkDevice_T*, VkSemaphore_T*, VkAllocationCallbacks*), void (*&)(std::_Any_data const&, VkDevice_T*, VkSemaphore_T*, VkAllocationCallbacks*)) [652]
[300]    0.0    0.00    0.00      12         std::remove_reference<void (*&)(std::_Any_data const&, VkDevice_T*, VkSemaphore_T*, VkAllocationCallbacks*)>::type&& std::move<void (*&)(std::_Any_data const&, VkDevice_T*, VkSemaphore_T*, VkAllocationCallbacks*)>(void (*&)(std::_Any_data const&, VkDevice_T*, VkSemaphore_T*, VkAllocationCallbacks*)) [300]
-----------------------------------------------
